runtime,l1_error,l2_error,rel_error
1.188153288364410400e+02,1.417138904060750645e-02,7.466302667350316032e-04,2.119864551809519160e+00
1.188045625686645508e+02,1.403518176071858088e-02,7.789880105681106122e-04,2.103936755996682173e+00
1.188248043060302734e+02,1.457123216492990821e-02,8.061991668650620889e-04,2.167365125543725402e+00
1.187841906547546387e+02,1.446096485457349853e-02,7.873955599482293640e-04,2.047356601773032914e+00
1.188288435935974121e+02,1.376730846304900606e-02,6.266661198420910104e-04,1.700871535043277705e+00
1.188744475841522217e+02,1.961911824348405498e+00,7.421907560388956604e+00,1.935187948071247277e+01
1.189411385059356689e+02,1.465488549480012913e-02,8.018134649316547690e-04,2.119520074856152458e+00
1.189347968101501465e+02,1.496094085641717572e-02,7.716837914303648245e-04,1.907291105085609395e+00
1.189605360031127930e+02,1.489323438185297284e-02,7.543939295757634902e-04,2.041814361069553385e+00
1.188158028125762939e+02,1.424428584601880078e-02,7.256145884989690341e-04,1.950268185175046076e+00
