x,y
1.391666564941406250e+02,2.478570365905761719e+01
1.401217956542968750e+02,2.492753219604492188e+01
1.731974487304687500e+02,2.772045898437500000e+01
9.287240600585937500e+01,2.030975341796875000e+01
1.886439666748046875e+02,2.892134666442871094e+01
1.785235443115234375e+02,2.817068672180175781e+01
1.211114654541015625e+02,2.319750404357910156e+01
1.903995056152343750e+02,2.898689651489257812e+01
1.656572875976562500e+02,2.708605957031250000e+01
1.260984878540039062e+02,2.362109184265136719e+01
1.025640716552734375e+02,2.128776741027832031e+01
1.250253753662109375e+02,2.351403427124023438e+01
1.372316894531250000e+02,2.470298767089843750e+01
2.036666870117187500e+02,3.013589096069335938e+01
9.761827087402343750e+01,2.079207420349121094e+01
2.081618041992187500e+02,3.037310028076171875e+01
1.985337219238281250e+02,2.964144134521484375e+01
1.876589965820312500e+02,2.885990715026855469e+01
2.037008666992187500e+02,3.002057456970214844e+01
1.957554626464843750e+02,2.950146865844726562e+01
1.898309326171875000e+02,2.898968124389648438e+01
2.020855102539062500e+02,2.993964958190917969e+01
1.110432815551757812e+02,2.218787002563476562e+01
1.957503509521484375e+02,2.943698692321777344e+01
9.660564422607421875e+01,2.067099952697753906e+01
1.843286437988281250e+02,2.863346290588378906e+01
1.937099761962890625e+02,2.927619934082031250e+01
1.027133407592773438e+02,2.131619071960449219e+01
1.990000610351562500e+02,2.967961883544921875e+01
1.661713562011718750e+02,2.715680694580078125e+01
1.162646026611328125e+02,2.267165184020996094e+01
1.756452941894531250e+02,2.790684318542480469e+01
1.794785308837890625e+02,2.819869613647460938e+01
9.249920654296875000e+01,2.023524093627929688e+01
1.636693725585937500e+02,2.687355041503906250e+01
1.045970153808593750e+02,2.153505325317382812e+01
1.338990020751953125e+02,2.434222793579101562e+01
1.928582916259765625e+02,2.924063110351562500e+01
9.855857086181640625e+01,2.092749023437500000e+01
1.919672546386718750e+02,2.915866279602050781e+01
1.861618957519531250e+02,2.867904090881347656e+01
1.990443878173828125e+02,2.970172882080078125e+01
1.076202316284179688e+02,2.185082817077636719e+01
2.076353454589843750e+02,3.028852844238281250e+01
1.013046493530273438e+02,2.120392799377441406e+01
1.074736709594726562e+02,2.185391235351562500e+01
1.477734985351562500e+02,2.561519813537597656e+01
1.431502685546875000e+02,2.515494155883789062e+01
1.838230743408203125e+02,2.850816535949707031e+01
9.317851257324218750e+01,2.034296607971191406e+01
1.468344726562500000e+02,2.551873779296875000e+01
1.816508789062500000e+02,2.835207557678222656e+01
1.140691833496093750e+02,2.250224113464355469e+01
1.906450805664062500e+02,2.909451484680175781e+01
1.834163513183593750e+02,2.839787864685058594e+01
1.951225280761718750e+02,2.942918395996093750e+01
9.948435974121093750e+01,2.101420974731445312e+01
1.951169128417968750e+02,2.946415901184082031e+01
1.366692047119140625e+02,2.453613662719726562e+01
1.303274688720703125e+02,2.403050613403320312e+01
1.884084472656250000e+02,2.890790939331054688e+01
9.963863372802734375e+01,2.096860122680664062e+01
1.235685272216796875e+02,2.336988830566406250e+01
1.146968536376953125e+02,2.259277725219726562e+01
1.541021575927734375e+02,2.613948631286621094e+01
1.310348510742187500e+02,2.410531234741210938e+01
2.042735290527343750e+02,3.011905860900878906e+01
9.406313323974609375e+01,2.044965553283691406e+01
1.901132507324218750e+02,2.904575538635253906e+01
1.964776611328125000e+02,2.955229759216308594e+01
1.910344543457031250e+02,2.907298088073730469e+01
1.501814117431640625e+02,2.577497100830078125e+01
1.110536346435546875e+02,2.220989418029785156e+01
1.536209259033203125e+02,2.605361175537109375e+01
1.840733489990234375e+02,2.858057594299316406e+01
2.075034790039062500e+02,3.023721885681152344e+01
1.945884246826171875e+02,2.937579917907714844e+01
1.748170166015625000e+02,2.785014152526855469e+01
1.701862945556640625e+02,2.743475532531738281e+01
2.056310424804687500e+02,3.017118263244628906e+01
2.078481140136718750e+02,3.027052497863769531e+01
1.277041778564453125e+02,2.373725318908691406e+01
1.679671936035156250e+02,2.725164985656738281e+01
9.805085754394531250e+01,2.083444595336914062e+01
1.734122467041015625e+02,2.765363502502441406e+01
9.018025970458984375e+01,1.993424415588378906e+01
1.711985473632812500e+02,2.753277587890625000e+01
1.544858093261718750e+02,2.609579086303710938e+01
1.117042083740234375e+02,2.223394393920898438e+01
2.029760131835937500e+02,3.001531600952148438e+01
1.468438110351562500e+02,2.552352142333984375e+01
2.032471008300781250e+02,3.001789283752441406e+01
1.441153717041015625e+02,2.529179763793945312e+01
1.043444366455078125e+02,2.147743797302246094e+01
1.510848083496093750e+02,2.588349914550781250e+01
1.196138000488281250e+02,2.303902053833007812e+01
1.238753204345703125e+02,2.344204330444335938e+01
1.143455276489257812e+02,2.251185226440429688e+01
1.660821990966796875e+02,2.713239288330078125e+01
1.380356597900390625e+02,2.473683547973632812e+01
1.578395385742187500e+02,2.643637275695800781e+01
1.124871826171875000e+02,2.233090400695800781e+01
1.051216049194335938e+02,2.157814407348632812e+01
1.916950683593750000e+02,2.912469291687011719e+01
