runtime,l1_error,l2_error,rel_error
1.865927379131317139e+02,2.359095211676051740e+00,6.975951446841121673e+00,9.178034942624171322e+01
1.871229798793792725e+02,1.876562521838594400e+00,4.979717466762004108e+00,8.294016395842422185e+01
1.870158429145812988e+02,2.158795565369895364e+00,6.698071347798832953e+00,9.658165437494271544e+01
1.877571108341217041e+02,1.396302175336967544e-01,3.366275941789231146e-02,9.941749818024929297e+00
1.877097568511962891e+02,4.299674036494753326e-01,3.273101127771369523e-01,2.710129162833382921e+01
1.872241120338439941e+02,1.521742027099155514e+00,3.630934122033530276e+00,7.467402316166061382e+01
1.871483297348022461e+02,1.848587439707210178e+00,4.624825358814718790e+00,7.884917744128871675e+01
1.874114885330200195e+02,1.679772850953820118e+00,4.061788372904906019e+00,7.611759077432772358e+01
1.881038241386413574e+02,2.358776506124603267e-01,1.182366048204372827e-01,1.784316235752810798e+01
1.919213154315948486e+02,9.224740155482153980e-01,1.103193597987829788e+00,3.178107086618590671e+01
