x, true, terminal, branch, dgm
-3.000000000000000000e+00,-9.422223406686580649e-01,-9.899924966004454152e-01,-9.452397227287292480e-01,-9.041230082511901855e-01
-2.939393939393939448e+00,-9.202025486934006793e-01,-9.796273921267035778e-01,-9.236167669296264648e-01,-8.598874807357788086e-01
-2.878787878787878896e+00,-8.948038001809127673e-01,-9.656651248485589312e-01,-8.982664346694946289e-01,-8.152114152908325195e-01
-2.818181818181818343e+00,-8.661193585843827147e-01,-9.481569637984230692e-01,-8.692926168441772461e-01,-7.701210975646972656e-01
-2.757575757575757791e+00,-8.342545523248053874e-01,-9.271671984257428001e-01,-8.368404507637023926e-01,-7.246459722518920898e-01
-2.696969696969696795e+00,-7.993263880281361589e-01,-9.027729025280442077e-01,-8.010886311531066895e-01,-6.788164377212524414e-01
-2.636363636363636243e+00,-7.614631208804226725e-01,-8.750636512382280463e-01,-7.622432112693786621e-01,-6.326647996902465820e-01
-2.575757575757575690e+00,-7.208037836785541330e-01,-8.441411921073311841e-01,-7.205293774604797363e-01,-5.862253904342651367e-01
-2.515151515151515138e+00,-6.774976763059450402e-01,-8.101190714905293078e-01,-6.761859059333801270e-01,-5.395344495773315430e-01
-2.454545454545454586e+00,-6.317038175077799300e-01,-7.731222176082798159e-01,-6.294566392898559570e-01,-4.926300942897796631e-01
-2.393939393939394034e+00,-5.835903609788846147e-01,-7.332864818135917950e-01,-5.805839300155639648e-01,-4.455516934394836426e-01
-2.333333333333333037e+00,-5.333339779083332566e-01,-6.907581397498760989e-01,-5.298038125038146973e-01,-3.983402848243713379e-01
-2.272727272727272485e+00,-4.811192082480697518e-01,-6.456933542311115160e-01,-4.773396849632263184e-01,-3.510395288467407227e-01
-2.212121212121211933e+00,-4.271377830876609272e-01,-5.982576018166093634e-01,-4.233985543251037598e-01,-3.036935925483703613e-01
-2.151515151515151381e+00,-3.715879206234092846e-01,-5.486250651859839733e-01,-3.681690990924835205e-01,-2.563488483428955078e-01
-2.090909090909090828e+00,-3.146735983069986475e-01,-4.969779935455057585e-01,-3.118198513984680176e-01,-2.090527117252349854e-01
-2.030303030303030276e+00,-2.566038038463269721e-01,-4.435060334144070304e-01,-2.545002102851867676e-01,-1.618552654981613159e-01
-1.969696969696969724e+00,-1.975917678088243423e-01,-3.884055322484735728e-01,-1.963421404361724854e-01,-1.148070544004440308e-01
-1.909090909090909172e+00,-1.378541806451174245e-01,-3.318788174579952455e-01,-1.374649405479431152e-01,-6.796069443225860596e-02
-1.848484848484848397e+00,-7.761039700810476449e-02,-2.741334534675005652e-01,-7.798269391059875488e-02,-2.137070149183273315e-02
-1.787878787878787845e+00,-1.708163028916112602e-02,-2.153814795453309894e-01,-1.801332458853721619e-02,2.490719780325889587e-02
-1.727272727272727293e+00,4.350985967089292250e-02,-1.558386312017186470e-01,4.231034591794013977e-02,7.081519067287445068e-02
-1.666666666666666519e+00,1.039415827133509523e-01,-9.572354801437543692e-02,1.028288826346397400e-01,1.162939071655273438e-01
-1.606060606060605966e+00,1.639916353389010706e-01,-3.525697079043223214e-02,1.633447408676147461e-01,1.612816751003265381e-01
-1.545454545454545414e+00,2.234395155307122016e-01,2.533906898727637108e-02,2.236179858446121216e-01,2.057149708271026611e-01
-1.484848484848484862e+00,2.820669324313163084e-01,8.584206445324789325e-02,2.833627760410308838e-01,2.495282441377639771e-01
-1.424242424242424310e+00,3.396586079001795433e-01,1.460298503979400864e-01,3.422530293464660645e-01,2.926534116268157959e-01
-1.363636363636363535e+00,3.960030670086661098e-01,2.056814190518485019e-01,3.999305963516235352e-01,3.350200057029724121e-01
-1.303030303030302983e+00,4.508934145697195972e-01,2.645777316194973250e-01,4.560168683528900146e-01,3.765548765659332275e-01
-1.242424242424242431e+00,5.041280948508706228e-01,3.225025225834181053e-01,5.101286172866821289e-01,4.171819686889648438e-01
-1.181818181818181657e+00,5.555116316809234345e-01,3.792430938247314254e-01,5.619025230407714844e-01,4.568222463130950928e-01
-1.121212121212121104e+00,6.048553462326733410e-01,4.345910956443470030e-01,6.110309958457946777e-01,4.953933656215667725e-01
-1.060606060606060552e+00,6.519780498459796236e-01,4.883432918168963965e-01,6.573104262351989746e-01,5.328091382980346680e-01
-1.000000000000000000e+00,6.967067093471653871e-01,5.403023058681397650e-01,7.006739377975463867e-01,5.689800381660461426e-01
-9.393939393939394478e-01,7.388770824217121280e-01,5.902773458355402569e-01,7.411822080612182617e-01,6.038124561309814453e-01
-8.787878787878788955e-01,7.783343207071806713e-01,6.380849048507067911e-01,7.789615392684936523e-01,6.372085809707641602e-01
-8.181818181818183433e-01,8.149335383918167031e-01,6.835494349711863649e-01,8.141322135925292969e-01,6.690667271614074707e-01
-7.575757575757573470e-01,8.485403442309660260e-01,7.265039917873153952e-01,8.467597961425781250e-01,6.992807388305664062e-01
-6.969696969696967948e-01,8.790313350277485505e-01,7.667908474371526450e-01,8.768339157104492188e-01,7.277406454086303711e-01
