runtime,l1_error,l2_error,rel_error
4.382782292366027832e+01,9.380537084430491668e-03,2.657160695502554086e-04,7.145954824835557551e-01
3.945363974571228027e+01,1.104049392751647179e-02,3.448198220677348006e-04,6.631604406775547522e-01
4.356442880630493164e+01,1.344430161274998321e-02,5.133444030779770254e-04,1.093001832243352345e+00
4.315289974212646484e+01,1.242237944508213857e-02,5.158008870419096125e-04,1.148137346886022536e+00
4.108869171142578125e+01,1.093587183452864563e-02,3.926727353569661261e-04,1.149203308618964359e+00
4.466484880447387695e+01,1.379557785181201486e-02,6.953621172130100645e-04,9.721550859738278261e-01
4.274639487266540527e+01,1.309069320118858536e-02,6.433584487266962243e-04,1.545362287878808472e+00
4.080942201614379883e+01,1.172211028037394367e-02,4.928892562363225687e-04,9.322218500900902871e-01
4.118608832359313965e+01,1.028742136758230806e-02,3.415848310537880433e-04,9.831166429066413581e-01
4.378106427192687988e+01,1.111127433682273374e-02,3.625744127351557332e-04,1.098378193045885354e+00
