runtime,l1_error,l2_error,rel_error
3.688247640132904053e+02,6.412333460898183013e-01,5.214126748452172500e-01,1.318237754738995848e+00
3.685699760913848877e+02,6.402313960344575561e-01,5.215259310160582640e-01,1.361691986504886431e+00
3.689477226734161377e+02,6.475721184438874012e-01,5.372019778252954403e-01,1.460352539396463589e+00
3.687607107162475586e+02,6.354830517503834431e-01,5.133297554680952279e-01,1.350803840031975289e+00
3.686727688312530518e+02,6.400178294629834674e-01,5.226806722780993342e-01,1.382930208116037729e+00
3.687390553951263428e+02,6.307701610657787672e-01,5.040196231554409101e-01,1.318379384905254081e+00
3.684201917648315430e+02,6.258671745541907194e-01,4.956949761159550327e-01,1.298620436637209830e+00
3.686197187900543213e+02,6.404919847730016214e-01,5.207644658391559211e-01,1.358571551068690209e+00
3.685833144187927246e+02,6.406009932608388580e-01,5.231793995524722796e-01,1.385207981659849930e+00
3.684275968074798584e+02,6.383475143346405423e-01,5.165398933305326290e-01,1.338343426907123712e+00
