runtime,l1_error,l2_error,rel_error
1.997924783229827881e+02,2.763266364101418099e-02,1.659558809787744236e-03,1.391460415385727400e-01
1.000441348552703857e+02,2.009010100226930884e-02,6.381070866268403119e-04,6.799441131929979953e-02
1.816448159217834473e+02,2.833375352492799662e-02,2.897687319094536303e-03,1.381439575446961054e-01
1.159672224521636963e+02,1.988400401390586630e-02,7.742468421086292751e-04,9.791897783201509997e-02
2.285741848945617676e+02,3.385255894983551367e-02,5.647950620430598062e-03,9.554016229441834873e-02
2.154798455238342285e+02,1.454301772334473490e-02,3.111920102981897756e-04,7.391140947374583159e-02
1.736048560142517090e+02,2.903631010638579521e-02,1.963770073410516480e-03,1.567737341927420425e-01
2.385274007320404053e+02,5.675140182433758423e-02,1.670405571534824482e-02,2.200005403730318776e-01
2.531991024017333984e+02,1.800758704876400523e-02,1.216010839917603141e-03,7.297538978322407055e-02
1.254881570339202881e+02,2.936539321013768161e-02,3.420947601276147498e-03,2.863954806259792485e-01
