x, true, terminal, branch, bsde
1.454545454545454675e+02,2.538289044779789450e+01,2.412090756622110632e+01,2.539052391052246094e+01,2.368093681335449219e+01
1.464646464646464779e+02,2.547087300085682315e+01,2.420451581541317765e+01,2.547628402709960938e+01,2.376297187805175781e+01
1.474747474747474882e+02,2.555855268528803848e+01,2.428783625395623247e+01,2.555892562866210938e+01,2.384403610229492188e+01
1.484848484848484986e+02,2.564593260748206305e+01,2.437087183379771105e+01,2.564354324340820312e+01,2.392824935913085938e+01
1.494949494949494806e+02,2.573301582108826935e+01,2.445362545676609400e+01,2.573417663574218750e+01,2.401177978515625000e+01
1.505050505050505194e+02,2.581980532826005970e+01,2.453609997575414781e+01,2.581686019897460938e+01,2.409664726257324219e+01
1.515151515151515014e+02,2.590630408086251890e+01,2.461829819586655788e+01,2.589917945861816406e+01,2.418253135681152344e+01
1.525252525252525402e+02,2.599251498164388252e+01,2.470022287553314655e+01,2.598955726623535156e+01,2.426808929443359375e+01
1.535353535353535221e+02,2.607844088537213523e+01,2.478187672758895133e+01,2.607615280151367188e+01,2.435402107238769531e+01
1.545454545454545610e+02,2.616408459993806801e+01,2.486326242032245659e+01,2.615905189514160156e+01,2.444245338439941406e+01
1.555555555555555429e+02,2.624944888742587779e+01,2.494438257849295582e+01,2.624201011657714844e+01,2.453016281127929688e+01
1.565656565656565817e+02,2.633453646515258484e+01,2.502523978431829477e+01,2.633214759826660156e+01,2.461848258972167969e+01
1.575757575757575637e+02,2.641935000667727707e+01,2.510583657843392658e+01,2.642086219787597656e+01,2.470684432983398438e+01
1.585858585858586025e+02,2.650389214278133565e+01,2.518617546082444036e+01,2.650460815429687500e+01,2.479449081420898438e+01
1.595959595959595845e+02,2.658816546242055878e+01,2.526625889172829886e+01,2.658761978149414062e+01,2.488329124450683594e+01
1.606060606060606233e+02,2.667217251365027408e+01,2.534608929251697162e+01,2.666920852661132812e+01,2.497001838684082031e+01
1.616161616161616053e+02,2.675591580452421070e+01,2.542566904654914595e+01,2.675393676757812500e+01,2.505634880065917969e+01
1.626262626262626441e+02,2.683939780396825370e+01,2.550500050000099961e+01,2.683523941040039062e+01,2.514381027221679688e+01
1.636363636363636260e+02,2.692262094262969896e+01,2.558408596267326729e+01,2.692423057556152344e+01,2.522970962524414062e+01
1.646464646464646648e+02,2.700558761370303174e+01,2.566292770877593199e+01,2.700646018981933594e+01,2.531474494934082031e+01
1.656565656565656468e+02,2.708830017373290033e+01,2.574152797769129108e+01,2.707970809936523438e+01,2.540032386779785156e+01
1.666666666666666856e+02,2.717076094339511982e+01,2.581988897471613242e+01,2.715873336791992188e+01,2.548471450805664062e+01
1.676767676767676676e+02,2.725297220825634525e+01,2.589801287178364930e+01,2.723760986328125000e+01,2.556916618347167969e+01
1.686868686868687064e+02,2.733493621951330610e+01,2.597590180816588301e+01,2.732422828674316406e+01,2.565458297729492188e+01
1.696969696969696884e+02,2.741665519471198564e+01,2.605355789115720100e+01,2.741062545776367188e+01,2.573890304565429688e+01
1.707070707070707272e+02,2.749813131844771519e+01,2.613098319673953185e+01,2.749190902709960938e+01,2.582483863830566406e+01
1.717171717171717091e+02,2.757936674304655966e+01,2.620817977022990064e+01,2.757566452026367188e+01,2.590816116333007812e+01
1.727272727272727479e+02,2.766036358922872651e+01,2.628514962691085444e+01,2.765891647338867188e+01,2.599078750610351562e+01
1.737373737373737299e+02,2.774112394675452720e+01,2.636189475264431437e+01,2.773644447326660156e+01,2.607256507873535156e+01
1.747474747474747687e+02,2.782164987505350950e+01,2.643841710446939430e+01,2.781382179260253906e+01,2.615216064453125000e+01
1.757575757575757507e+02,2.790194340383716565e+01,2.651471861118469064e+01,2.789594078063964844e+01,2.623171997070312500e+01
1.767676767676767895e+02,2.798200653369589475e+01,2.659080117391554055e+01,2.797541427612304688e+01,2.631002235412597656e+01
1.777777777777777715e+02,2.806184123668059271e+01,2.666666666666668206e+01,2.805681419372558594e+01,2.638823890686035156e+01
1.787878787878788103e+02,2.814144945686939181e+01,2.674231693686087752e+01,2.813038253784179688e+01,2.646658706665039062e+01
1.797979797979797922e+02,2.822083311092005786e+01,2.681775380586375945e+01,2.820972251892089844e+01,2.654459762573242188e+01
1.808080808080808310e+02,2.829999408860838628e+01,2.689297906949552441e+01,2.829000282287597656e+01,2.661965560913085938e+01
1.818181818181818130e+02,2.837893425335308351e+01,2.696799449852969843e+01,2.837566757202148438e+01,2.669569969177246094e+01
1.828282828282828518e+02,2.845765544272761005e+01,2.704280183917953906e+01,2.845408058166503906e+01,2.676726722717285156e+01
1.838383838383838338e+02,2.853615946895923372e+01,2.711740281357224802e+01,2.852478599548339844e+01,2.684093093872070312e+01
1.848484848484848726e+02,2.861444811941581534e+01,2.719179912021159851e+01,2.860524940490722656e+01,2.691497230529785156e+01
1.858585858585858546e+02,2.869252315708060053e+01,2.726599243442908715e+01,2.869066429138183594e+01,2.699023818969726562e+01
1.868686868686868934e+02,2.877038632101547222e+01,2.733998440882416503e+01,2.876589012145996094e+01,2.706867027282714844e+01
1.878787878787878753e+02,2.884803932681286298e+01,2.741377667369369320e+01,2.884276962280273438e+01,2.714520645141601562e+01
1.888888888888889142e+02,2.892548386703684926e+01,2.748737083745108478e+01,2.891683959960937500e+01,2.722127151489257812e+01
1.898989898989898961e+02,2.900272161165355911e+01,2.756076848703534665e+01,2.899227523803710938e+01,2.729681015014648438e+01
1.909090909090909349e+02,2.907975420845134451e+01,2.763397118831031207e+01,2.906725692749023438e+01,2.737357521057128906e+01
1.919191919191919169e+02,2.915658328345094930e+01,2.770698048645446931e+01,2.914401245117187500e+01,2.744667625427246094e+01
1.929292929292929557e+02,2.923321044130594260e+01,2.777979790634145019e+01,2.921781349182128906e+01,2.751849746704101562e+01
1.939393939393939377e+02,2.930963726569378736e+01,2.785242495291167231e+01,2.930144119262695312e+01,2.758780860900878906e+01
1.949494949494949765e+02,2.938586531969772864e+01,2.792486311153522394e+01,2.937617111206054688e+01,2.765430068969726562e+01
1.959595959595959584e+02,2.946189614617974684e+01,2.799711384836631467e+01,2.945396995544433594e+01,2.772073936462402344e+01
1.969696969696969688e+02,2.953773126814495598e+01,2.806917861068949449e+01,2.952846145629882812e+01,2.779235267639160156e+01
1.979797979797979792e+02,2.961337218909754299e+01,2.814105882725795738e+01,2.960492515563964844e+01,2.786765670776367188e+01
1.989898989898989896e+02,2.968882039338853929e+01,2.821275590862397564e+01,2.967905616760253906e+01,2.794012069702148438e+01
2.000000000000000000e+02,2.976407734655570891e+01,2.828427124746191978e+01,2.975790786743164062e+01,2.800841331481933594e+01
