x, true, terminal, branch, bsde
1.000000000000000000e+02,2.104638092751044454e+01,2.000000000000001421e+01,2.105537223815917969e+01,1.979565811157226562e+01
1.010101010101010104e+02,2.115240870649824245e+01,2.010075630518425172e+01,2.116044998168945312e+01,1.989602279663085938e+01
1.020202020202020208e+02,2.125790765874219446e+01,2.020101007575632224e+01,2.126480674743652344e+01,1.999793624877929688e+01
1.030303030303030312e+02,2.136288561895320015e+01,2.030076875690210159e+01,2.136710739135742188e+01,2.010006713867187500e+01
1.040404040404040416e+02,2.146735023027632749e+01,2.040003961176586955e+01,2.147582054138183594e+01,2.019968223571777344e+01
1.050505050505050519e+02,2.157130895078489274e+01,2.049882972762154409e+01,2.157874298095703125e+01,2.029985427856445312e+01
1.060606060606060623e+02,2.167476905969426682e+01,2.059714602177750464e+01,2.166990661621093750e+01,2.039896202087402344e+01
1.070707070707070727e+02,2.177773766330991734e+01,2.069499524722894890e+01,2.177796745300292969e+01,2.049370574951171875e+01
1.080808080808080831e+02,2.188022170072357042e+01,2.079238399807085003e+01,2.188176345825195312e+01,2.058641433715820312e+01
1.090909090909090935e+02,2.198222794927034229e+01,2.088931871468375334e+01,2.198410415649414062e+01,2.067570877075195312e+01
1.101010101010101039e+02,2.208376302975898398e+01,2.098580568870399432e+01,2.208911132812500000e+01,2.076201629638671875e+01
1.111111111111111143e+02,2.218483341148670718e+01,2.108185106778920570e+01,2.219147109985351562e+01,2.085062599182128906e+01
1.121212121212121247e+02,2.228544541704932058e+01,2.117746086018928153e+01,2.229278945922851562e+01,2.093634796142578125e+01
1.131313131313131350e+02,2.238560522695672006e+01,2.127264093913243315e+01,2.239076614379882812e+01,2.102311325073242188e+01
1.141414141414141454e+02,2.248531888406342460e+01,2.136739704703539644e+01,2.249198722839355469e+01,2.111106491088867188e+01
1.151515151515151558e+02,2.258459229782301492e+01,2.146173479954640584e+01,2.258679199218750000e+01,2.119994163513183594e+01
1.161616161616161662e+02,2.268343124837497271e+01,2.155565968942878641e+01,2.268918228149414062e+01,2.128901100158691406e+01
1.171717171717171766e+02,2.278184139047196410e+01,2.164917709029304760e+01,2.278273963928222656e+01,2.137851333618164062e+01
1.181818181818181870e+02,2.287982825725510239e+01,2.174229226018437089e+01,2.287848854064941406e+01,2.146749496459960938e+01
1.191919191919191974e+02,2.297739726388427073e+01,2.183501034503252569e+01,2.297484016418457031e+01,2.155444145202636719e+01
1.202020202020202078e+02,2.307455371103033670e+01,2.192733638197037038e+01,2.307171821594238281e+01,2.163943099975585938e+01
1.212121212121212182e+02,2.317130278823552203e+01,2.201927530252722320e+01,2.316821098327636719e+01,2.172321701049804688e+01
1.222222222222222285e+02,2.326764957714807025e+01,2.211083193570268079e+01,2.327428054809570312e+01,2.180570411682128906e+01
1.232323232323232389e+02,2.336359905463681130e+01,2.220201101092631646e+01,2.336774826049804688e+01,2.188682937622070312e+01
1.242424242424242493e+02,2.345915609579111560e+01,2.229281716090852328e+01,2.346326446533203125e+01,2.196824264526367188e+01
1.252525252525252597e+02,2.355432547681128241e+01,2.238325492438714903e+01,2.354986190795898438e+01,2.204862785339355469e+01
1.262626262626262701e+02,2.364911187779423685e+01,2.247332874877475106e+01,2.364683151245117188e+01,2.212937355041503906e+01
1.272727272727272805e+02,2.374351988541917891e+01,2.256304299271065972e+01,2.373913002014160156e+01,2.221189308166503906e+01
1.282828282828282909e+02,2.383755399553744780e+01,2.265240192852214562e+01,2.383642959594726562e+01,2.229449272155761719e+01
1.292929292929293013e+02,2.393121861567084352e+01,2.274140974459845665e+01,2.393082809448242188e+01,2.237961578369140625e+01
1.303030303030303116e+02,2.402451806742225315e+01,2.283007054768166810e+01,2.401846694946289062e+01,2.246485900878906250e+01
1.313131313131313220e+02,2.411745658880234444e+01,2.291838836507763588e+01,2.412626647949218750e+01,2.254929542541503906e+01
1.323232323232323324e+02,2.421003833647590753e+01,2.300636714679069073e+01,2.420988273620605469e+01,2.263460731506347656e+01
1.333333333333333428e+02,2.430226738793112062e+01,2.309401076758504701e+01,2.430241012573242188e+01,2.271819496154785156e+01
1.343434343434343532e+02,2.439414774357505067e+01,2.318132302897610941e+01,2.439428520202636719e+01,2.280198097229003906e+01
1.353535353535353636e+02,2.448568332875836617e+01,2.326830766115451965e+01,2.448380851745605469e+01,2.288376998901367188e+01
1.363636363636363740e+02,2.457687799573213994e+01,2.335496832484570362e+01,2.457964706420898438e+01,2.296506118774414062e+01
1.373737373737373844e+02,2.466773552553963711e+01,2.344130861310755165e+01,2.467302322387695312e+01,2.304479408264160156e+01
1.383838383838383947e+02,2.475825962984550088e+01,2.352733205306870801e+01,2.476184463500976562e+01,2.312455368041992188e+01
1.393939393939394051e+02,2.484845395270508561e+01,2.361304210760990330e+01,2.484491729736328125e+01,2.320404434204101562e+01
1.404040404040404155e+02,2.493832207227607967e+01,2.369844217699050049e+01,2.493038558959960938e+01,2.328326797485351562e+01
1.414141414141414259e+02,2.502786750247491199e+01,2.378353560042253889e+01,2.501578903198242188e+01,2.336106491088867188e+01
1.424242424242424363e+02,2.511709369457993546e+01,2.386832565759421598e+01,2.511411666870117188e+01,2.344002914428710938e+01
1.434343434343434467e+02,2.520600403878358975e+01,2.395281557014486751e+01,2.520017051696777344e+01,2.352073287963867188e+01
1.444444444444444571e+02,2.529460186569541591e+01,2.403700850309327564e+01,2.529871177673339844e+01,2.360025405883789062e+01
