x,y
1.876589965820312500e+02,2.883370590209960938e+01
2.037008666992187500e+02,3.003730010986328125e+01
1.957554626464843750e+02,2.945421791076660156e+01
1.898309326171875000e+02,2.900418090820312500e+01
2.020855102539062500e+02,2.992973709106445312e+01
1.110432815551757812e+02,2.216986656188964844e+01
1.957503509521484375e+02,2.945413970947265625e+01
9.660564422607421875e+01,2.071593093872070312e+01
1.843286437988281250e+02,2.862628364562988281e+01
1.937099761962890625e+02,2.934914970397949219e+01
1.027133407592773438e+02,2.136355400085449219e+01
1.990000610351562500e+02,2.968292999267578125e+01
1.661713562011718750e+02,2.717298126220703125e+01
1.162646026611328125e+02,2.270641326904296875e+01
1.756452941894531250e+02,2.789662551879882812e+01
1.794785308837890625e+02,2.816375541687011719e+01
9.249920654296875000e+01,2.024837493896484375e+01
1.636693725585937500e+02,2.696174430847167969e+01
1.045970153808593750e+02,2.150531959533691406e+01
1.338990020751953125e+02,2.424227142333984375e+01
1.928582916259765625e+02,2.912321853637695312e+01
9.855857086181640625e+01,2.089327430725097656e+01
1.919672546386718750e+02,2.919725036621093750e+01
1.861618957519531250e+02,2.873276138305664062e+01
1.990443878173828125e+02,2.970216369628906250e+01
1.076202316284179688e+02,2.184456634521484375e+01
2.076353454589843750e+02,3.031717872619628906e+01
1.013046493530273438e+02,2.114518928527832031e+01
1.074736709594726562e+02,2.182813072204589844e+01
1.477734985351562500e+02,2.562803077697753906e+01
1.431502685546875000e+02,2.513926315307617188e+01
1.838230743408203125e+02,2.849743080139160156e+01
9.317851257324218750e+01,2.031199073791503906e+01
1.468344726562500000e+02,2.551211547851562500e+01
1.816508789062500000e+02,2.844364356994628906e+01
1.140691833496093750e+02,2.243400382995605469e+01
1.906450805664062500e+02,2.899729728698730469e+01
1.834163513183593750e+02,2.852775573730468750e+01
1.951225280761718750e+02,2.946383666992187500e+01
9.948435974121093750e+01,2.098386001586914062e+01
1.951169128417968750e+02,2.944355010986328125e+01
1.366692047119140625e+02,2.463036346435546875e+01
1.303274688720703125e+02,2.400372505187988281e+01
1.884084472656250000e+02,2.892342758178710938e+01
9.963863372802734375e+01,2.103406333923339844e+01
1.235685272216796875e+02,2.339166831970214844e+01
1.146968536376953125e+02,2.247237586975097656e+01
1.541021575927734375e+02,2.610441207885742188e+01
1.310348510742187500e+02,2.409025192260742188e+01
2.042735290527343750e+02,3.010921287536621094e+01
9.406313323974609375e+01,2.044138717651367188e+01
1.901132507324218750e+02,2.905567550659179688e+01
1.964776611328125000e+02,2.946280860900878906e+01
1.910344543457031250e+02,2.913367843627929688e+01
1.501814117431640625e+02,2.580027580261230469e+01
1.110536346435546875e+02,2.221450233459472656e+01
1.536209259033203125e+02,2.612313842773437500e+01
1.840733489990234375e+02,2.848023986816406250e+01
2.075034790039062500e+02,3.021219635009765625e+01
1.945884246826171875e+02,2.930957794189453125e+01
1.748170166015625000e+02,2.779572868347167969e+01
1.701862945556640625e+02,2.737429618835449219e+01
2.056310424804687500e+02,3.019714927673339844e+01
2.078481140136718750e+02,3.035376167297363281e+01
1.277041778564453125e+02,2.381615638732910156e+01
1.679671936035156250e+02,2.730636787414550781e+01
9.805085754394531250e+01,2.085423088073730469e+01
1.734122467041015625e+02,2.766728210449218750e+01
9.018025970458984375e+01,1.992652130126953125e+01
1.711985473632812500e+02,2.753778076171875000e+01
1.544858093261718750e+02,2.617639732360839844e+01
1.117042083740234375e+02,2.224276542663574219e+01
2.029760131835937500e+02,3.000402450561523438e+01
1.468438110351562500e+02,2.549186325073242188e+01
2.032471008300781250e+02,3.000366592407226562e+01
1.441153717041015625e+02,2.523384284973144531e+01
1.043444366455078125e+02,2.149244117736816406e+01
1.510848083496093750e+02,2.592015075683593750e+01
1.196138000488281250e+02,2.305415344238281250e+01
1.238753204345703125e+02,2.345771789550781250e+01
1.143455276489257812e+02,2.248839759826660156e+01
1.660821990966796875e+02,2.707752418518066406e+01
1.380356597900390625e+02,2.474054527282714844e+01
1.578395385742187500e+02,2.638729667663574219e+01
1.124871826171875000e+02,2.231952476501464844e+01
1.051216049194335938e+02,2.155908203125000000e+01
1.916950683593750000e+02,2.915204048156738281e+01
1.234928817749023438e+02,2.339538574218750000e+01
9.775836944580078125e+01,2.079517936706542969e+01
1.398683013916015625e+02,2.491668510437011719e+01
1.733571777343750000e+02,2.767581176757812500e+01
1.194784393310546875e+02,2.296762847900390625e+01
1.089124679565429688e+02,2.199377250671386719e+01
1.769680175781250000e+02,2.789711570739746094e+01
1.265998306274414062e+02,2.371601867675781250e+01
1.880986633300781250e+02,2.889371871948242188e+01
1.243438644409179688e+02,2.343175315856933594e+01
1.760677947998046875e+02,2.786361885070800781e+01
1.507800750732421875e+02,2.583548736572265625e+01
1.261314086914062500e+02,2.367813301086425781e+01
1.004859390258789062e+02,2.105459594726562500e+01
1.381737823486328125e+02,2.478175544738769531e+01
1.406162567138671875e+02,2.496763420104980469e+01
1.740059509277343750e+02,2.777061653137207031e+01
2.002598419189453125e+02,2.975150680541992188e+01
1.067793960571289062e+02,2.173251914978027344e+01
1.422501678466796875e+02,2.514094924926757812e+01
9.132107543945312500e+01,2.010140037536621094e+01
1.127698135375976562e+02,2.234542465209960938e+01
1.107410888671875000e+02,2.217184829711914062e+01
1.924879913330078125e+02,2.917316246032714844e+01
1.952654113769531250e+02,2.943733787536621094e+01
1.764723510742187500e+02,2.797360992431640625e+01
9.547356414794921875e+01,2.053910446166992188e+01
1.115277938842773438e+02,2.221477317810058594e+01
1.496261596679687500e+02,2.574048423767089844e+01
1.625408325195312500e+02,2.683038711547851562e+01
1.479254760742187500e+02,2.563350296020507812e+01
1.420424957275390625e+02,2.511709785461425781e+01
1.662169494628906250e+02,2.714535903930664062e+01
2.087677612304687500e+02,3.045999336242675781e+01
1.034162597656250000e+02,2.141002845764160156e+01
1.032122955322265625e+02,2.140326499938964844e+01
1.364754791259765625e+02,2.461189079284667969e+01
1.358616638183593750e+02,2.449396514892578125e+01
1.072223663330078125e+02,2.176689720153808594e+01
1.631468200683593750e+02,2.690243530273437500e+01
1.089158782958984375e+02,2.196312141418457031e+01
1.903483276367187500e+02,2.902786827087402344e+01
1.677260437011718750e+02,2.715386962890625000e+01
1.623272247314453125e+02,2.682188034057617188e+01
9.928180694580078125e+01,2.102144432067871094e+01
9.979397583007812500e+01,2.103495025634765625e+01
1.226257934570312500e+02,2.332020378112792969e+01
2.030706176757812500e+02,2.995775604248046875e+01
1.230169448852539062e+02,2.321076011657714844e+01
1.384308166503906250e+02,2.477541542053222656e+01
1.483119201660156250e+02,2.557644462585449219e+01
1.094001846313476562e+02,2.204923057556152344e+01
1.775242309570312500e+02,2.804276847839355469e+01
1.405044860839843750e+02,2.498043251037597656e+01
1.733402099609375000e+02,2.769885635375976562e+01
1.439075012207031250e+02,2.519033050537109375e+01
2.088851165771484375e+02,3.042741966247558594e+01
1.155093460083007812e+02,2.262114715576171875e+01
1.836104125976562500e+02,2.848238754272460938e+01
2.010109863281250000e+02,2.983829307556152344e+01
1.492029266357421875e+02,2.570262336730957031e+01
1.688313140869140625e+02,2.728348731994628906e+01
2.055904083251953125e+02,3.010029602050781250e+01
1.751304016113281250e+02,2.788171005249023438e+01
1.439193420410156250e+02,2.522903823852539062e+01
1.000437011718750000e+02,2.107516670227050781e+01
1.340229492187500000e+02,2.434991645812988281e+01
1.941506805419921875e+02,2.933629989624023438e+01
1.127301330566406250e+02,2.236247253417968750e+01
1.918681640625000000e+02,2.905500602722167969e+01
1.615504455566406250e+02,2.674787521362304688e+01
1.170161056518554688e+02,2.281731796264648438e+01
1.266765899658203125e+02,2.373149490356445312e+01
1.615006103515625000e+02,2.677734375000000000e+01
1.388627166748046875e+02,2.482851982116699219e+01
1.594642639160156250e+02,2.658433151245117188e+01
1.558721771240234375e+02,2.620155334472656250e+01
1.243586273193359375e+02,2.345152854919433594e+01
1.537958679199218750e+02,2.609094429016113281e+01
1.473645019531250000e+02,2.557679367065429688e+01
1.689542694091796875e+02,2.739495277404785156e+01
1.501130676269531250e+02,2.580308532714843750e+01
1.272862854003906250e+02,2.372304344177246094e+01
1.507469482421875000e+02,2.577331924438476562e+01
