runtime,l1_error,l2_error,rel_error
4.470638179779052734e+01,1.127595940998678617e-03,2.255782012844006538e-06,2.464450212495491177e-01
4.688754916191101074e+01,8.296859231190839221e-04,1.389329003429611561e-06,1.203659371795271910e-01
4.383491373062133789e+01,1.506686653023090079e-02,2.466625819330093530e-04,1.624656924312516626e+00
4.310628199577331543e+01,2.436149894663161564e-03,7.400572125637612865e-06,2.572488641336057591e-01
4.328098464012145996e+01,9.666745214344113230e-04,1.481696365906898042e-06,1.356602171889302322e-01
5.350414490699768066e+01,3.862276476916365439e-04,2.460204416306016168e-07,4.780441421473384522e-02
4.915091681480407715e+01,1.084197060661316533e-02,1.352336204742702816e-04,1.039558607745595387e+00
4.479410195350646973e+01,5.298982708493776492e-04,4.419567198784001965e-07,4.360100602060837383e-02
4.793344569206237793e+01,2.234563861734767919e-03,7.285244393259391697e-06,3.347093916435910921e-01
4.479408311843872070e+01,5.174686414048618264e-04,4.758239488713694839e-07,8.407622976220620326e-02
