runtime,l1_error,l2_error,rel_error
5.521523237228393555e+01,4.383380517466072684e-03,3.594639133546843619e-05,1.308919208279348857e-02
5.501279401779174805e+01,5.498108013204055719e-03,4.352207087515443351e-05,3.487668518603638523e-02
5.825444483757019043e+01,5.132442121250383078e-03,3.605479525970153366e-05,3.037768403966461736e-02
5.626795864105224609e+01,3.719918307368173891e-03,2.104576601566652283e-05,6.915011836608602261e-03
6.272102880477905273e+01,6.129937311425558318e-03,5.575079085813383671e-05,3.171212959017481736e-02
5.393545770645141602e+01,4.021323282202502077e-03,2.830801514817416877e-05,9.187630754009546222e-03
5.796286106109619141e+01,7.405570982086210306e-03,8.217554920824266407e-05,2.583558844547943767e-02
5.911762189865112305e+01,6.398255068940695428e-03,7.546952210807476998e-05,1.312910660152085199e-02
5.812961101531982422e+01,4.121353703240209464e-03,2.645239609617607826e-05,1.347898704072559434e-02
5.760367274284362793e+01,5.427572049276126881e-03,6.349094273035926176e-05,1.798715167079285165e-02
