x, true, terminal, branch, dgm, bsde
-4.000000000000000000e+00,2.583997552432231171e+00,2.833213344056216165e+00,2.583028316497802734e+00,2.591739416122436523e+00,2.588649988174438477e+00
-3.919191919191919116e+00,2.540883103650158237e+00,2.794843322576124223e+00,2.539971113204956055e+00,2.549571037292480469e+00,2.544484615325927734e+00
-3.838383838383838231e+00,2.496901642391834653e+00,2.755772524905464316e+00,2.495139837265014648e+00,2.505041837692260742e+00,2.499959468841552734e+00
-3.757575757575757791e+00,2.452021806636008439e+00,2.715977071877504478e+00,2.450851917266845703e+00,2.460871458053588867e+00,2.454682588577270508e+00
-3.676767676767676907e+00,2.406210863344959705e+00,2.675432001365870338e+00,2.405197620391845703e+00,2.415317058563232422e+00,2.408428668975830078e+00
-3.595959595959596022e+00,2.359434675466292042e+00,2.634111218878294025e+00,2.357828140258789062e+00,2.368388652801513672e+00,2.361090421676635742e+00
-3.515151515151515138e+00,2.311657678277935890e+00,2.591987447996341398e+00,2.310149669647216797e+00,2.320429325103759766e+00,2.313035488128662109e+00
-3.434343434343434254e+00,2.262842868507505045e+00,2.549032181361639893e+00,2.260742664337158203e+00,2.270189762115478516e+00,2.263962507247924805e+00
-3.353535353535353369e+00,2.212951810598956737e+00,2.505215633129961095e+00,2.211302995681762695e+00,2.220714092254638672e+00,2.213996171951293945e+00
-3.272727272727272485e+00,2.161944665690416656e+00,2.460506694093939295e+00,2.160676717758178711e+00,2.169309854507446289e+00,2.162803649902343750e+00
-3.191919191919192045e+00,2.109780250373380461e+00,2.414872891028485125e+00,2.108370304107666016e+00,2.115655899047851562e+00,2.110980033874511719e+00
-3.111111111111111160e+00,2.056416134209345881e+00,2.368280352259440669e+00,2.055484771728515625e+00,2.061685085296630859e+00,2.057434558868408203e+00
-3.030303030303030276e+00,2.001808787391626598e+00,2.320693782020255114e+00,2.001397132873535156e+00,2.006469249725341797e+00,2.003303766250610352e+00
-2.949494949494949392e+00,1.945913792991712077e+00,2.272076446874506495e+00,1.945097923278808594e+00,1.948369264602661133e+00,1.947788596153259277e+00
