runtime,l1_error,l2_error,rel_error
4.341703820228576660e+01,1.325126148285743531e-03,2.828520331994444905e-06,2.936186501320243048e-03
4.270055842399597168e+01,1.139780830158294497e-03,2.869793620285184743e-06,2.451847406437417196e-03
4.218224763870239258e+01,1.128787647049029393e-03,3.601959860023015649e-06,2.751338432058008168e-03
4.162061476707458496e+01,7.461124295883611417e-04,1.171106427872180315e-06,1.773311750085718435e-03
4.316669011116027832e+01,1.073952550452401738e-03,2.404937300289582181e-06,2.525347746044713255e-03
4.350163412094116211e+01,9.296869522499887030e-04,1.828697460581350536e-06,2.053302170870161675e-03
4.288957691192626953e+01,1.116912352533476222e-03,2.715514150763805145e-06,2.614746383142742617e-03
4.292497944831848145e+01,1.114164345487503142e-03,2.086220950312859674e-06,2.595207165570567655e-03
4.334931683540344238e+01,1.015370952948995787e-03,3.500830108708894112e-06,1.984748045305981343e-03
4.316031908988952637e+01,1.367926718431408759e-03,4.745257374959749182e-06,2.881194764234562035e-03
