x, true, terminal, branch, dgm, bsde
-4.000000000000000000e+00,2.583997552432231171e+00,2.833213344056216165e+00,2.584115743637084961e+00,2.557022571563720703e+00,2.590954303741455078e+00
-3.919191919191919116e+00,2.540883103650158237e+00,2.794843322576124223e+00,2.540983915328979492e+00,2.558525562286376953e+00,2.546709060668945312e+00
-3.838383838383838231e+00,2.496901642391834653e+00,2.755772524905464316e+00,2.496196746826171875e+00,2.560009479522705078e+00,2.502775669097900391e+00
-3.757575757575757791e+00,2.452021806636008439e+00,2.715977071877504478e+00,2.451612472534179688e+00,2.561098575592041016e+00,2.457487583160400391e+00
-3.676767676767676907e+00,2.406210863344959705e+00,2.675432001365870338e+00,2.405637264251708984e+00,2.562197446823120117e+00,2.411644220352172852e+00
-3.595959595959596022e+00,2.359434675466292042e+00,2.634111218878294025e+00,2.357662200927734375e+00,2.563627719879150391e+00,2.364498853683471680e+00
-3.515151515151515138e+00,2.311657678277935890e+00,2.591987447996341398e+00,2.310097217559814453e+00,2.564945697784423828e+00,2.316771268844604492e+00
-3.434343434343434254e+00,2.262842868507505045e+00,2.549032181361639893e+00,2.260422706604003906e+00,2.566519975662231445e+00,2.267394304275512695e+00
-3.353535353535353369e+00,2.212951810598956737e+00,2.505215633129961095e+00,2.210175991058349609e+00,2.567931652069091797e+00,2.218045711517333984e+00
-3.272727272727272485e+00,2.161944665690416656e+00,2.460506694093939295e+00,2.160378456115722656e+00,2.569752693176269531e+00,2.167270183563232422e+00
-3.191919191919192045e+00,2.109780250373380461e+00,2.414872891028485125e+00,2.107922792434692383e+00,2.571918249130249023e+00,2.115591526031494141e+00
-3.111111111111111160e+00,2.056416134209345881e+00,2.368280352259440669e+00,2.055497884750366211e+00,2.573645353317260742e+00,2.062860488891601562e+00
-3.030303030303030276e+00,2.001808787391626598e+00,2.320693782020255114e+00,2.001961231231689453e+00,2.575274229049682617e+00,2.009087800979614258e+00
-2.949494949494949392e+00,1.945913792991712077e+00,2.272076446874506495e+00,1.945304155349731445e+00,2.577561855316162109e+00,1.954175591468811035e+00
-2.868686868686868507e+00,1.888686142089500475e+00,2.222390178383405690e+00,1.888418436050415039e+00,2.580499172210693359e+00,1.897535681724548340e+00
-2.787878787878788067e+00,1.830080634965251640e+00,2.171595397337048094e+00,1.828924417495727539e+00,2.582765579223632812e+00,1.838836312294006348e+00
-2.707070707070706739e+00,1.770052417688278812e+00,2.119651166309552082e+00,1.768822312355041504e+00,2.585447788238525391e+00,1.779615759849548340e+00
-2.626262626262626299e+00,1.708557691191146422e+00,2.066515279121818427e+00,1.707676649093627930e+00,2.588984012603759766e+00,1.718476653099060059e+00
-2.545454545454545414e+00,1.645554639649790651e+00,2.012144398103184795e+00,1.643522262573242188e+00,2.591555118560791016e+00,1.655751943588256836e+00
-2.464646464646464530e+00,1.581004637145247749e+00,1.956494252963208114e+00,1.580336689949035645e+00,2.595093250274658203e+00,1.591781020164489746e+00
-2.383838383838383645e+00,1.514873806660337996e+00,1.899519918778523664e+00,1.515086889266967773e+00,2.598310947418212891e+00,1.526108026504516602e+00
-2.303030303030302761e+00,1.447135023984964741e+00,1.841176195269110805e+00,1.447882890701293945e+00,2.601692914962768555e+00,1.459257960319519043e+00
-2.222222222222222321e+00,1.377770481536990888e+00,1.781418115433322624e+00,1.381074547767639160e+00,2.605607509613037109e+00,1.389245748519897461e+00
-2.141414141414140992e+00,1.306774953735166722e+00,1.720201619038345120e+00,1.311753511428833008e+00,2.609821319580078125e+00,1.318660974502563477e+00
-2.060606060606060552e+00,1.234159936233948152e+00,1.657484435791501953e+00,1.242757678031921387e+00,2.613880395889282227e+00,1.245942354202270508e+00
-1.979797979797979668e+00,1.159958865032767905e+00,1.593227234681947602e+00,1.171368956565856934e+00,2.617866754531860352e+00,1.171970844268798828e+00
-1.898989898989898784e+00,1.084233655625364889e+00,1.527395110472399509e+00,1.100097060203552246e+00,2.621995449066162109e+00,1.096102952957153320e+00
-1.818181818181817899e+00,1.007082831703690617e+00,1.459959496156625569e+00,1.025969266891479492e+00,2.626329898834228516e+00,1.018347501754760742e+00
-1.737373737373737015e+00,9.286515278709362997e-01,1.390900611868244541e+00,9.502347707748413086e-01,2.630139827728271484e+00,9.391721487045288086e-01
-1.656565656565656575e+00,8.491436350168777292e-01,1.320210586563059785e+00,8.722583055496215820e-01,2.634382724761962891e+00,8.576887249946594238e-01
-1.575757575757575690e+00,7.688362843302136707e-01,1.247897418755938403e+00,7.925739884376525879e-01,2.639513254165649414e+00,7.752207517623901367e-01
-1.494949494949494806e+00,6.880966970619789569e-01,1.173989975864951907e+00,7.083209753036499023e-01,2.643477916717529297e+00,6.910459399223327637e-01
-1.414141414141413922e+00,6.074011073077004719e-01,1.098544266084585441e+00,6.198576688766479492e-01,2.647317409515380859e+00,6.061502695083618164e-01
-1.333333333333333037e+00,5.273549257172009952e-01,1.021651247531980999e+00,5.284245014190673828e-01,2.652103900909423828e+00,5.196050405502319336e-01
