runtime,l1_error,l2_error,rel_error
3.352210950851440430e+01,2.541177766585796510e-03,1.569878154543870866e-05,2.324540664368696802e-02
3.299673891067504883e+01,2.805213464218608843e-03,1.629109272881743641e-05,2.371521372828673188e-02
3.180865025520324707e+01,2.278108443202460018e-03,1.140679485753668185e-05,1.796418958060725171e-02
3.238020420074462891e+01,2.799655475900228365e-03,1.361744027213690745e-05,2.096507891251659164e-02
3.348419380187988281e+01,2.726883967789776961e-03,1.338972836380147737e-05,2.827306231945126216e-02
3.342031764984130859e+01,2.628398968949797673e-03,1.363098191925542678e-05,1.877834051603404983e-02
3.445296525955200195e+01,1.875954857820752138e-03,7.225180617738156362e-06,1.697436556068832036e-02
3.307246708869934082e+01,2.526499953990629307e-03,1.290968711530344806e-05,1.603597801325053890e-02
3.333917999267578125e+01,2.168693223261907842e-03,8.846845427464979881e-06,1.804099713532257565e-02
3.319292545318603516e+01,2.157180427956189445e-03,1.056642763276455357e-05,1.999189011128523277e-02
